,AAPL,TSLA,NVDA,IBM
2006-03-20,63.99,,48.4,83.58
2006-03-17,64.66,,48.77,83.3
2006-03-16,64.31,,48.38,82.87
2006-03-15,66.23,,50.08,83.38
2006-03-14,67.32,,49.29,82.88
2006-03-13,65.68,,47.96,81.93
2006-03-10,63.19,,47.39,81.57
2006-03-09,63.93,,48.23,81.02
2006-03-08,65.66,,47.98,81.14
2006-03-07,66.31,,48.22,80.29
2006-03-06,65.48,,49.06,80.0
2006-03-03,67.72,,49.16,79.96
2006-03-02,69.61,,48.99,79.94
2006-03-01,69.1,,48.92,79.9
2006-02-28,68.49,,47.13,80.24
2006-02-27,70.99,,47.51,80.63
2006-02-24,71.46,,45.66,80.1
2006-02-23,71.75,,45.67,80.2
2006-02-22,71.32,,46.38,81.35
2006-02-21,69.08,,46.46,80.5
2006-02-17,70.29,,47.47,80.71
2006-02-16,70.57,,47.2,80.91
2006-02-15,69.22,,44.98,80.85
2006-02-14,67.645,,44.13,81.09
2006-02-13,64.71,,44.05,80.44
2006-02-10,67.31,,43.9,81.33
2006-02-09,64.95,,44.15,80.4
2006-02-08,68.81,,44.91,80.8
2006-02-07,67.6,,43.65,79.65
2006-02-06,67.3,,45.26,79.51
2006-02-03,71.847,,44.02,79.97
2006-02-02,72.1,,43.62,81.23
2006-02-01,75.42,,44.99,81.94
2006-01-31,75.51,,44.96,81.3
2006-01-30,75.0,,45.73,81.63
2006-01-27,72.03,,46.25,81.02
2006-01-26,72.33,,45.39,80.72
2006-01-25,74.2,,43.89,80.91
2006-01-24,76.04,,44.28,80.85
2006-01-23,77.67,,44.06,81.41
2006-01-20,76.089,,43.8101,81.36
2006-01-19,79.035,,45.07,83.09
2006-01-18,82.4901,,42.7001,84.46
2006-01-17,84.7101,,42.4799,83.0
2006-01-13,85.5899,,42.51,83.17
2006-01-12,84.291,,42.89,83.57
2006-01-11,83.9,,43.51,84.17
2006-01-10,80.86,,41.99,84.07
2006-01-09,76.05,,41.98,83.73
2006-01-06,76.3,,40.84,84.95
2006-01-05,74.38,,40.18,82.5
2006-01-04,74.97,,39.29,81.95
2006-01-03,74.75,,38.22,82.06
2005-12-30,71.89,,36.56,82.2
2005-12-29,71.45,,37.27,82.4
2005-12-28,73.57,,38.12,83.04
2005-12-27,74.23,,37.77,82.99
2005-12-23,73.35,,37.54,83.48
2005-12-22,74.02,,37.25,83.22
2005-12-21,73.5,,36.15,83.12
2005-12-20,72.11,,36.22,82.48
2005-12-19,71.38,,36.24,82.76
2005-12-16,71.11,,36.85,83.37
2005-12-15,72.18,,36.53,83.53
2005-12-14,72.01,,37.0,83.13
2005-12-13,74.98,,37.35,83.71
2005-12-12,74.91,,36.87,85.96
2005-12-09,74.3305,,36.34,86.97
2005-12-08,74.08,,35.83,87.5
2005-12-07,73.95,,36.12,88.72
2005-12-06,74.05,,36.06,89.14
2005-12-05,71.82,,35.91,88.43
2005-12-02,72.63,,36.59,88.65
2005-12-01,71.6001,,36.58,89.21
2005-11-30,67.82,,36.15,88.9
2005-11-29,68.1,,35.48,89.1
2005-11-28,69.66,,37.88,89.11
2005-11-25,69.34,,38.07,88.8
2005-11-23,67.11,,37.7,88.8
2005-11-22,66.52,,37.81,87.99
2005-11-21,64.96,,36.83,87.29
2005-11-18,64.56,,36.19,87.77
2005-11-17,64.52,,36.26,86.89
2005-11-16,64.95,,34.72,86.54
2005-11-15,62.28,,34.84,85.53
2005-11-14,61.45,,34.76,84.36
2005-11-11,61.54,,34.04,84.55
2005-11-10,61.18,,33.49,83.99
2005-11-09,60.11,,34.78,82.84
2005-11-08,59.9,,33.28,83.15
2005-11-07,60.23,,33.91,83.61
2005-11-04,61.15,,34.06,83.0
2005-11-03,61.8499,,34.65,82.87
2005-11-02,59.95,,35.06,81.06
2005-11-01,57.5,,33.14,81.59
2005-10-31,57.59,,33.55,81.88
2005-10-28,54.47,,32.42,81.42
2005-10-27,55.41,,31.45,82.31
2005-10-26,57.03,,32.12,82.89
2005-10-25,56.1,,33.02,83.36
2005-10-24,56.79,,32.81,83.47
2005-10-21,55.66,,31.94,83.33
2005-10-20,56.14,,31.76,83.17
2005-10-19,54.94,,31.54,84.17
2005-10-18,52.21,,31.81,83.48
2005-10-17,53.44,,32.34,82.59
2005-10-14,54.0,,32.03,82.35
2005-10-13,53.74,,32.03,82.2
2005-10-12,49.25,,32.2,82.19
2005-10-11,51.59,,31.82,83.19
2005-10-10,50.37,,32.22,81.25
2005-10-07,51.3,,33.06,80.5
2005-10-06,51.7,,33.49,79.7
2005-10-05,52.7801,,33.61,79.82
2005-10-04,53.75,,34.76,80.11
2005-10-03,54.44,,35.22,80.45
2005-09-30,53.61,,34.28,80.22
2005-09-29,52.34,,33.98,80.36
2005-09-28,51.08,,33.29,79.5
2005-09-27,53.44,,33.09,77.99
2005-09-26,53.84,,32.98,77.41
2005-09-23,53.2,,32.71,78.0
2005-09-22,51.9,,32.24,78.21
2005-09-21,52.11,,33.13,77.56
2005-09-20,53.19,,33.42,78.7
2005-09-19,52.64,,32.78,79.43
2005-09-16,51.21,,33.25,80.33
2005-09-15,49.87,,33.23,80.01
2005-09-14,49.61,,32.65,80.48
2005-09-13,50.82,,33.05,80.75
2005-09-12,51.4,,32.08,81.48
2005-09-09,51.31,,32.19,81.44
2005-09-08,49.78,,31.78,80.8
2005-09-07,48.68,,31.41,80.98
2005-09-06,48.8,,30.44,81.02
2005-09-02,46.22,,30.19,79.46
2005-09-01,46.26,,30.69,79.54
2005-08-31,46.89,,30.68,80.62
2005-08-30,46.57,,30.01,80.54
2005-08-29,45.84,,28.97,81.34
2005-08-26,45.74,,28.92,80.38
2005-08-25,46.06,,29.37,81.1
2005-08-24,45.77,,29.17,81.32
2005-08-23,45.74,,29.15,82.03
2005-08-22,45.87,,28.96,82.6
2005-08-19,45.83,,29.2,82.76
2005-08-18,46.3,,29.41,81.15
2005-08-17,47.15,,30.19,81.3
2005-08-16,46.25,,30.19,81.3
2005-08-15,47.68,,30.71,82.5
2005-08-12,46.1,,29.95,82.19
2005-08-11,44.0,,28.25,82.66
2005-08-10,43.38,,27.86,82.02
2005-08-09,43.82,,28.28,83.5
2005-08-08,42.65,,28.35,83.36
2005-08-05,42.99,,28.25,83.36
2005-08-04,42.71,,27.55,83.12
2005-08-03,43.22,,27.84,84.06
2005-08-02,43.19,,27.84,83.31
2005-08-01,42.75,,27.47,83.43
2005-07-29,42.65,,27.06,83.46
2005-07-28,43.8,,27.27,83.8
2005-07-27,43.99,,27.06,83.87
2005-07-26,43.63,,26.52,84.12
2005-07-25,43.81,,25.98,84.2
2005-07-22,44.0,,25.83,84.44
2005-07-21,43.29,,26.52,84.4
2005-07-20,43.63,,26.98,84.6
2005-07-19,43.19,,26.58,83.7
2005-07-18,41.49,,26.22,81.81
2005-07-15,41.55,,26.89,82.38
2005-07-14,40.75,,27.18,82.42
2005-07-13,38.35,,28.44,81.45
2005-07-12,38.24,,28.4,80.04
2005-07-11,38.1,,28.56,78.96
2005-07-08,38.25,,28.14,79.3
2005-07-07,37.63,,27.79,77.38
2005-07-06,37.39,,27.99,75.81
2005-07-05,37.98,,27.26,74.79
2005-07-01,36.5,,26.84,74.67
2005-06-30,36.81,,26.72,74.2
2005-06-29,36.37,,26.79,74.73
2005-06-28,37.31,,27.04,75.3
2005-06-27,37.1,,26.87,73.88
2005-06-24,37.76,,27.09,74.01
2005-06-23,38.89,,27.98,75.41
2005-06-22,38.55,,27.55,77.23
2005-06-21,37.86,,27.58,76.41
2005-06-20,37.61,,27.32,76.55
2005-06-17,38.31,,26.91,76.39
2005-06-16,37.98,,26.97,77.05
2005-06-15,37.13,,26.83,76.3
2005-06-14,36.0,,26.91,74.89
2005-06-13,35.9,,28.6,75.05
2005-06-10,35.81,,27.98,74.77
2005-06-09,37.65,,28.3,74.93
2005-06-08,36.92,,27.16,74.8
2005-06-07,36.54,,27.35,75.04
2005-06-06,37.92,,28.03,75.0
2005-06-03,38.24,,28.3,75.79
2005-06-02,40.04,,28.37,77.35
2005-06-01,40.3,,27.35,76.84
2005-05-31,39.7593,,27.1,75.55
2005-05-27,40.56,,27.52,77.1
2005-05-26,40.74,,27.7,77.14
2005-05-25,39.78,,26.94,76.0
2005-05-24,39.7,,27.29,75.81
2005-05-23,39.76,,26.91,76.51
2005-05-20,37.55,,26.3,76.41
2005-05-19,37.55,,25.84,77.16
2005-05-18,35.84,,25.89,76.36
2005-05-17,35.36,,25.7,74.29
2005-05-16,35.55,,25.42,74.34
2005-05-13,34.77,,25.33,73.16
2005-05-12,34.13,,22.79,72.62
2005-05-11,35.61,,22.3,73.28
2005-05-10,36.42,,22.68,73.3
2005-05-09,36.97,,23.6,74.98
2005-05-06,37.24,,23.17,75.26
2005-05-05,36.68,,22.86,75.5
2005-05-04,37.15,,22.42,77.08
2005-05-03,36.21,,21.73,76.47
2005-05-02,36.43,,21.85,76.51
2005-04-29,36.06,,21.93,76.38
2005-04-28,35.54,,21.7,75.91
2005-04-27,35.95,,21.63,77.05
2005-04-26,36.19,,22.49,75.43
2005-04-25,36.98,,22.59,74.61
2005-04-22,35.5,,22.24,74.21
2005-04-21,37.14,,22.47,74.0
2005-04-20,35.51,,21.27,72.01
2005-04-19,37.09,,21.94,75.48
2005-04-18,35.62,,21.2,76.65
2005-04-15,35.35,,21.35,76.7
2005-04-14,37.26,,22.12,83.64
2005-04-13,41.04,,22.3,84.57
2005-04-12,42.66,,23.27,85.75
2005-04-11,41.92,,22.99,86.2
2005-04-08,43.74,,23.45,87.6
2005-04-07,43.56,,23.76,88.44
2005-04-06,42.33,,23.33,89.0
2005-04-05,41.89,,22.98,89.57
2005-04-04,41.09,,23.39,90.32
2005-04-01,40.89,,23.53,90.44
2005-03-31,41.67,,23.76,91.38
2005-03-30,42.8,,24.3,90.68
2005-03-29,41.75,,24.3,90.6
2005-03-28,42.53,,24.85,91.04
2005-03-24,42.5,,25.13,90.7
2005-03-23,42.55,,25.08,90.52
2005-03-22,42.83,,24.55,89.5
2005-03-21,43.7,,25.0,89.51
2005-03-18,42.96,,24.17,89.28
2005-03-17,42.25,,24.67,89.86
2005-03-16,41.18,,24.92,90.65
2005-03-15,40.96,,25.35,91.38
2005-03-14,40.32,,25.87,91.9
2005-03-11,40.27,,25.16,91.51
2005-03-10,39.83,,25.74,92.41
2005-03-09,39.35,,25.75,92.35
2005-03-08,40.53,,26.44,92.13
2005-03-07,42.75,,27.85,91.6
2005-03-04,42.81,,27.57,92.37
2005-03-03,41.79,,27.69,92.41
2005-03-02,44.121,,28.07,92.92
2005-03-01,44.5,,28.92,93.3
2005-02-28,44.86,,28.99,92.58
2005-02-25,88.99,,28.84,92.8
2005-02-24,88.93,,28.43,92.64
2005-02-23,88.23,,27.699,92.1
2005-02-22,85.29,,28.63,92.32
2005-02-18,86.81,,28.27,93.27
2005-02-17,87.81,,25.51,93.75
2005-02-16,90.13,,25.74,94.62
2005-02-15,88.41,,25.83,94.33
2005-02-14,84.63,,25.6,93.57
2005-02-11,81.21,,26.15,93.3
2005-02-10,78.36,,25.41,92.76
2005-02-09,78.74,,24.83,92.7
2005-02-08,80.9,,25.73,94.13
2005-02-07,78.94,,25.48,94.53
2005-02-04,78.84,,25.79,94.51
2005-02-03,77.81,,24.39,93.54
2005-02-02,79.63,,24.65,94.3
2005-02-01,77.53,,23.35,93.86
2005-01-31,76.9,,22.92,93.42
2005-01-28,73.98,,22.88,92.89
2005-01-27,72.64,,22.91,91.98
2005-01-26,72.25,,21.21,91.95
2005-01-25,72.05,,20.94,92.19
2005-01-24,70.76,,20.58,91.79
2005-01-21,70.49,,21.44,92.38
2005-01-20,70.46,,21.4,93.0
2005-01-19,69.88,,21.35,93.1
2005-01-18,70.65,,21.85,94.9
2005-01-14,70.2,,21.51,94.1
2005-01-13,69.8,,21.44,94.45
2005-01-12,65.46,,21.22,95.21
2005-01-11,64.56,,21.4,95.0
2005-01-10,68.96,,22.08,95.68
2005-01-07,69.25,,22.03,95.78
2005-01-06,64.55,,22.46,96.2
2005-01-05,64.5,,22.68,96.5
2005-01-04,63.94,,22.47,96.7
2005-01-03,63.29,,23.58,97.75
2004-12-31,64.4,,23.56,98.58
2004-12-30,64.8,,22.86,98.3
2004-12-29,64.44,,22.95,98.18
2004-12-28,64.18,,22.75,98.3
2004-12-27,63.16,,22.87,97.5
2004-12-23,64.01,,23.07,97.72
2004-12-22,63.75,,23.01,97.61
2004-12-21,63.69,,22.98,97.02
2004-12-20,62.72,,22.81,96.55
2004-12-17,64.99,,23.059,96.2
2004-12-16,66.596,,23.65,97.45
2004-12-15,65.26,,23.34,97.33
2004-12-14,65.29,,23.13,97.31
2004-12-13,64.91,,22.67,96.45
2004-12-10,65.15,,23.31,96.67
2004-12-09,63.99,,22.87,97.51
2004-12-08,63.28,,23.08,96.65
2004-12-07,62.89,,22.81,96.1
2004-12-06,65.78,,21.72,97.67
2004-12-03,62.68,,20.73,97.08
2004-12-02,65.21,,19.87,95.76
2004-12-01,67.79,,19.61,95.88
2004-11-30,67.05,,19.13,94.24
2004-11-29,68.44,,19.47,95.5
2004-11-26,64.55,,19.86,94.72
2004-11-24,64.05,,19.66,95.46
2004-11-23,61.27,,19.58,95.28
2004-11-22,61.35,,19.5,95.11
2004-11-19,55.17,,18.96,94.45
2004-11-18,55.39,,18.86,95.1
2004-11-17,54.9,,18.62,95.46
2004-11-16,54.935,,18.31,94.89
2004-11-15,55.24,,18.37,95.92
2004-11-12,55.5,,18.1,95.32
2004-11-11,55.3,,18.07,94.79
2004-11-10,54.75,,17.72,93.61
2004-11-09,54.05,,17.72,93.37
2004-11-08,54.38,,17.83,93.37
2004-11-05,54.72,,17.64,93.28
2004-11-04,54.45,,15.41,92.38
2004-11-03,55.31,,15.13,91.2
2004-11-02,53.5,,14.99,90.47
2004-11-01,52.45,,14.78,90.11
2004-10-29,52.4,,14.47,89.75
2004-10-28,52.19,,14.73,89.5
2004-10-27,50.3,,14.89,90.0
2004-10-26,47.97,,14.49,89.0
2004-10-25,47.55,,13.34,88.43
2004-10-22,47.41,,13.28,87.39
2004-10-21,47.94,,14.04,88.1
2004-10-20,47.47,,13.73,88.82
2004-10-19,47.42,,13.57,89.37
2004-10-18,47.75,,13.66,85.92
2004-10-15,45.5,,13.42,84.85
2004-10-14,44.98,,13.8,84.78
2004-10-13,39.75,,14.23,84.98
2004-10-12,38.29,,14.32,86.0
2004-10-11,38.59,,14.53,86.63
2004-10-08,39.06,,14.51,86.71
2004-10-07,39.62,,15.35,87.42
2004-10-06,40.64,,15.26,88.04
2004-10-05,39.37,,15.2,87.32
2004-10-04,38.79,,15.55,87.16
2004-10-01,38.67,,15.12,86.72
2004-09-30,38.75,,14.52,85.74
2004-09-29,38.68,,14.34,84.98
2004-09-28,38.04,,14.0,84.48
2004-09-27,37.53,,13.8,84.16
2004-09-24,37.29,,14.05,84.43
2004-09-23,37.27,,14.49,83.88
2004-09-22,36.92,,14.36,84.31
2004-09-21,38.01,,15.06,85.72
2004-09-20,37.71,,14.67,85.7
2004-09-17,37.14,,14.69,85.74
2004-09-16,36.35,,14.11,86.12
2004-09-15,35.2,,13.6,86.37
2004-09-14,35.49,,14.4,86.72
2004-09-13,35.59,,14.34,86.49
2004-09-10,35.87,,14.07,86.76
2004-09-09,35.7,,13.55,86.44
2004-09-08,36.35,,12.32,85.86
2004-09-07,35.76,,12.58,84.97
2004-09-03,35.23,,12.82,84.39
2004-09-02,35.66,,13.22,84.57
2004-09-01,35.86,,12.7,84.22
2004-08-31,34.49,,12.46,84.69
2004-08-30,34.12,,12.51,84.4
2004-08-27,34.35,,12.94,84.94
2004-08-26,34.66,,12.7,84.69
2004-08-25,33.05,,12.67,85.07
2004-08-24,31.95,,12.15,84.71
2004-08-23,31.08,,12.62,84.65
2004-08-20,30.8,,12.35,85.25
2004-08-19,30.71,,11.66,84.89
2004-08-18,31.74,,11.7,85.13
2004-08-17,30.87,,10.97,84.04
2004-08-16,30.78,,10.4,84.02
2004-08-13,30.84,,10.5,83.91
2004-08-12,30.37,,10.08,82.21
2004-08-11,31.01,,10.32,83.69
2004-08-10,31.52,,10.63,84.99
2004-08-09,30.3,,9.85,83.55
2004-08-06,29.78,,9.43,83.48
2004-08-05,31.39,,14.56,85.19
2004-08-04,31.79,,14.97,85.97
2004-08-03,31.29,,14.81,85.71
2004-08-02,31.58,,15.62,86.69
2004-07-30,32.34,,15.42,87.07
2004-07-29,32.64,,15.25,86.77
2004-07-28,32.27,,14.31,85.85
2004-07-27,32.43,,14.68,85.88
2004-07-26,31.26,,14.21,85.09
2004-07-23,30.7,,14.62,84.85
2004-07-22,31.68,,15.02,86.06
2004-07-21,31.62,,14.71,85.3
2004-07-20,32.2,,15.66,86.36
2004-07-19,31.97,,15.35,85.3
2004-07-16,32.2,,15.18,84.28
2004-07-15,32.93,,15.64,84.02
2004-07-14,29.58,,15.75,84.13
2004-07-13,29.22,,16.48,85.25
2004-07-12,29.14,,16.51,84.95
2004-07-09,30.03,,16.9,83.89
2004-07-08,30.14,,17.66,83.65
2004-07-07,30.39,,18.22,85.35
2004-07-06,30.95,,18.13,85.7
2004-07-02,31.08,,19.26,87.04
2004-07-01,32.3,,19.53,87.5
2004-06-30,32.54,,20.47,88.15
2004-06-29,32.5,,20.77,88.29
2004-06-28,32.49,,20.08,88.71
2004-06-25,33.7,,20.25,89.55
2004-06-24,33.18,,20.12,89.99
2004-06-23,33.7,,20.3,90.79
2004-06-22,33.0,,19.96,90.02
2004-06-21,32.33,,19.41,89.49
2004-06-18,32.91,,19.76,90.06
2004-06-17,32.81,,19.73,90.44
2004-06-16,32.74,,20.13,90.38
2004-06-15,30.69,,20.45,90.54
2004-06-14,30.12,,20.15,90.07
2004-06-10,30.74,,20.8,90.46
2004-06-09,30.2,,21.01,90.09
2004-06-08,30.35,,22.04,90.04
2004-06-07,29.81,,22.44,88.64
2004-06-04,28.78,,21.91,87.56
2004-06-03,28.4,,22.13,87.35
2004-06-02,28.92,,23.25,87.98
2004-06-01,28.06,,23.43,88.12
2004-05-28,28.06,,23.45,88.59
2004-05-27,28.17,,22.57,88.59
2004-05-26,28.51,,22.5,88.35
2004-05-25,28.41,,22.05,88.7
2004-05-24,27.34,,21.13,87.1
2004-05-21,27.11,,21.2,87.13
2004-05-20,26.71,,21.15,87.42
2004-05-19,26.47,,21.46,87.05
2004-05-18,27.06,,21.51,86.06
2004-05-17,26.64,,21.17,85.53
2004-05-14,27.06,,21.51,86.41
2004-05-13,27.19,,21.51,87.19
2004-05-12,27.3,,21.44,86.81
2004-05-11,27.14,,21.74,87.13
2004-05-10,26.28,,21.22,86.88
2004-05-07,26.67,,22.08,88.19
2004-05-06,26.58,,21.91,88.36
2004-05-05,26.65,,21.73,88.96
2004-05-04,26.14,,21.55,89.0
2004-05-03,26.07,,20.26,88.02
2004-04-30,25.78,,20.52,88.17
2004-04-29,26.77,,21.44,89.08
2004-04-28,26.45,,22.05,90.41
2004-04-27,26.94,,22.14,91.11
2004-04-26,27.13,,22.33,90.43
2004-04-23,27.7,,23.24,91.28
2004-04-22,27.78,,22.74,90.74
2004-04-21,27.73,,22.61,91.26
2004-04-20,27.73,,22.58,90.65
2004-04-19,28.35,,23.58,91.94
2004-04-16,29.18,,23.61,92.28
2004-04-15,29.3,,24.41,93.97
2004-04-14,26.64,,25.76,93.7
2004-04-13,26.93,,25.63,93.04
2004-04-12,28.04,,26.24,93.74
2004-04-08,27.53,,26.74,93.12
2004-04-07,27.31,,26.0,93.08
2004-04-06,27.83,,26.14,93.7
2004-04-05,28.32,,27.24,94.18
2004-04-02,27.5,,26.3,94.2
2004-04-01,27.11,,25.93,92.37
2004-03-31,27.04,,26.4,91.84
2004-03-30,27.92,,26.16,92.32
2004-03-29,27.91,,25.4,92.68
2004-03-26,27.04,,24.35,92.77
2004-03-25,26.87,,24.42,92.39
2004-03-24,25.5,,23.08,91.77
2004-03-23,25.29,,22.09,91.32
2004-03-22,25.86,,22.0,91.02
2004-03-19,25.86,,22.17,91.62
2004-03-18,25.67,,22.43,92.85
2004-03-17,26.19,,22.18,93.39
2004-03-16,25.82,,21.65,92.45
2004-03-15,26.45,,20.76,91.82
2004-03-12,27.56,,21.24,93.3
2004-03-11,27.15,,20.8,91.21
2004-03-10,27.68,,20.96,93.06
2004-03-09,27.1,,21.27,94.53
2004-03-08,26.0,,21.42,94.59
2004-03-05,26.74,,22.19,96.45
2004-03-04,25.16,,22.35,96.39
2004-03-03,23.92,,21.87,96.84
2004-03-02,23.81,,22.16,96.82
2004-03-01,24.02,,22.58,97.04
2004-02-27,23.92,,22.25,96.5
2004-02-26,23.04,,22.65,96.79
2004-02-25,22.81,,22.5,96.54
2004-02-24,22.36,,22.37,96.79
2004-02-23,22.19,,23.3,95.96
2004-02-20,22.4,,24.14,97.31
2004-02-19,22.47,,23.55,97.8
2004-02-18,23.26,,23.56,98.42
2004-02-17,23.16,,23.56,99.37
2004-02-13,23.0,,23.3,99.71
2004-02-12,23.73,,23.52,99.3
2004-02-11,23.8,,24.25,99.96
2004-02-10,22.98,,23.43,99.61
2004-02-09,22.667,,22.6,98.95
2004-02-06,22.71,,22.76,98.94
2004-02-05,22.42,,22.25,98.86
2004-02-04,21.79,,21.92,100.19
2004-02-03,22.26,,22.53,100.0
2004-02-02,22.32,,22.61,99.39
2004-01-30,22.56,,22.25,99.23
2004-01-29,22.68,,21.91,98.01
2004-01-28,22.52,,22.57,97.38
2004-01-27,23.07,,22.63,98.8
2004-01-26,23.01,,24.0,99.85
2004-01-23,22.56,,23.09,97.9
2004-01-22,22.18,,23.62,97.51
2004-01-21,22.61,,24.18,97.7
2004-01-20,22.73,,25.35,97.1
2004-01-16,22.72,,24.66,95.32
2004-01-15,22.85,,24.287,94.02
2004-01-14,24.2,,24.25,90.31
2004-01-13,24.12,,24.43,89.7
2004-01-12,23.73,,25.76,91.55
2004-01-09,23.0,,25.47,91.21
2004-01-08,23.36,,25.11,93.04
2004-01-07,22.59,,25.02,92.78
2004-01-06,22.09,,24.8,93.06
2004-01-05,22.17,,23.83,93.05
2004-01-02,21.28,,23.08,91.55
2003-12-31,21.37,,23.2,92.68
2003-12-30,21.28,,23.75,92.63
2003-12-29,21.15,,23.7,93.52
2003-12-26,20.78,,22.741,92.9
2003-12-24,20.41,,21.8,92.27
2003-12-23,19.81,,21.96,92.79
2003-12-22,19.85,,21.1,93.39
2003-12-19,19.7,,21.07,93.14
2003-12-18,20.04,,20.76,92.73
2003-12-17,19.88,,20.3,93.4
2003-12-16,20.12,,20.7,93.98
2003-12-15,20.17,,20.42,92.11
2003-12-12,20.89,,20.84,92.71
2003-12-11,21.21,,20.95,92.4
2003-12-10,20.38,,19.935,91.73
2003-12-09,20.45,,19.51,90.63
2003-12-08,21.05,,20.58,91.2
2003-12-05,20.85,,20.43,90.64
2003-12-04,21.15,,21.11,91.42
2003-12-03,21.03,,21.22,90.3
2003-12-02,21.54,,21.44,90.75
2003-12-01,21.71,,21.53,91.01
2003-11-28,20.91,,21.23,90.54
2003-11-26,20.72,,21.33,89.91
2003-11-25,20.68,,21.31,89.43
2003-11-24,21.15,,20.95,89.66
2003-11-21,20.28,,19.76,88.63
2003-11-20,20.375,,19.68,88.39
2003-11-19,20.4199,,20.22,89.4
2003-11-18,20.41,,19.67,88.95
2003-11-17,21.13,,19.96,89.8
2003-11-14,21.46,,20.173,90.25
2003-11-13,22.42,,21.44,91.09
2003-11-12,22.33,,21.43,90.69
2003-11-11,21.54,,21.15,89.36
2003-11-10,21.9,,21.69,89.95
2003-11-07,22.5,,21.75,88.26
2003-11-06,23.12,,18.17,89.34
2003-11-05,23.03,,18.14,88.49
2003-11-04,22.91,,18.07,89.14
2003-11-03,23.15,,18.01,89.68
2003-10-31,22.89,,17.64,89.48
2003-10-30,23.09,,17.94,89.12
2003-10-29,23.69,,18.28,89.34
2003-10-28,23.72,,18.28,89.9
2003-10-27,22.6,,17.2,88.52
2003-10-24,22.6,,17.11,88.42
2003-10-23,22.99,,17.17,88.15
2003-10-22,22.76,,17.25,88.46
2003-10-21,23.18,,17.55,88.93
2003-10-20,23.22,,17.03,89.0
2003-10-17,22.75,,16.66,89.23
2003-10-16,23.25,,17.2,89.28
2003-10-15,24.82,,16.99,92.74
2003-10-14,24.55,,17.21,92.72
2003-10-13,24.35,,16.9,93.2
2003-10-10,23.68,,16.73,92.67
2003-10-09,23.45,,16.44,92.45
2003-10-08,23.06,,16.21,92.66
2003-10-07,23.22,,16.8,91.7
2003-10-06,22.29,,16.65,91.18
2003-10-03,21.69,,16.78,90.64
2003-10-02,20.57,,16.35,90.08
2003-10-01,20.79,,16.1,90.35
2003-09-30,20.72,,15.97,88.33
2003-09-29,21.3,,15.95,89.45
2003-09-26,20.69,,16.86,89.05
2003-09-25,20.43,,17.53,89.41
2003-09-24,21.32,,17.78,89.4
2003-09-23,22.43,,19.24,91.34
2003-09-22,22.08,,19.06,91.39
2003-09-19,22.58,,19.84,93.28
2003-09-18,22.88,,20.0,92.0
2003-09-17,22.12,,19.85,90.63
2003-09-16,22.36,,19.62,90.29
2003-09-15,22.21,,19.03,88.49
2003-09-12,23.1,,19.35,88.7
2003-09-11,22.56,,19.07,87.92
2003-09-10,22.18,,19.32,87.84
2003-09-09,22.37,,20.74,89.42
2003-09-08,22.74,,19.54,89.1
2003-09-05,22.5,,18.68,86.95
2003-09-04,22.83,,17.83,87.91
2003-09-03,22.95,,17.66,86.33
2003-09-02,22.85,,18.01,85.76
2003-08-29,22.61,,18.17,82.01
2003-08-28,22.19,,17.93,81.9
2003-08-27,21.48,,18.41,82.0
2003-08-26,21.05,,17.87,82.5
2003-08-25,20.86,,18.16,81.96
2003-08-22,20.88,,18.26,82.97
2003-08-21,21.68,,18.131,82.85
2003-08-20,21.01,,17.65,83.05
2003-08-19,20.32,,17.9,82.85
2003-08-18,20.34,,16.63,83.52
2003-08-15,19.71,,16.15,81.79
2003-08-14,19.97,,16.2,81.56
2003-08-13,20.18,,16.78,81.2
2003-08-12,19.7,,16.67,81.51
2003-08-11,19.66,,16.34,81.02
2003-08-08,19.64,,15.5,80.88
2003-08-07,19.93,,19.3,80.69
2003-08-06,19.63,,19.57,79.75
2003-08-05,20.38,,20.4,79.85
2003-08-04,21.21,,20.46,81.13
2003-08-01,20.73,,19.72,81.27
2003-07-31,21.08,,19.09,81.25
2003-07-30,20.28,,18.86,80.96
2003-07-29,20.72,,19.07,81.8
2003-07-28,20.99,,20.41,82.54
2003-07-25,21.54,,21.06,83.55
2003-07-24,20.51,,20.73,81.51
2003-07-23,20.79,,21.57,82.3
2003-07-22,20.8,,21.29,81.85
2003-07-21,20.61,,20.94,82.5
2003-07-18,20.859,,21.26,83.72
2003-07-17,20.9,,22.0,83.33
2003-07-16,19.87,,23.16,86.74
2003-07-15,19.61,,23.45,86.44
2003-07-14,19.9,,24.24,85.42
2003-07-11,19.85,,24.43,84.89
2003-07-10,19.58,,24.3,84.03
2003-07-09,19.89,,25.34,85.47
2003-07-08,20.4,,24.77,86.25
2003-07-07,19.87,,25.05,86.09
2003-07-03,19.13,,23.51,83.95
2003-07-02,19.27,,23.78,84.74
2003-07-01,19.09,,23.85,83.59
2003-06-30,19.06,,22.91,82.5
2003-06-27,18.73,,22.557,83.42
2003-06-26,19.29,,22.97,84.35
2003-06-25,19.09,,22.94,82.49
2003-06-24,18.78,,22.79,83.63
2003-06-23,19.06,,22.84,83.18
2003-06-20,19.2,,23.68,84.92
2003-06-19,19.14,,23.93,84.55
2003-06-18,19.12,,25.48,84.7
2003-06-17,18.19,,24.54,84.3
2003-06-16,18.27,,23.97,84.5
2003-06-13,17.42,,23.47,82.75
2003-06-12,17.77,,25.45,83.95
